0,Name,Address,Latitude,Longitude
1,Atkinson Hall,"3195 Voigt Dr, La Jolla, CA 92093",32.8834228,-117.239805
2,Canyonview Aquatic Center,"3302 Voigt Dr, San Diego, CA 92121",32.88225556641292,-117.23336186932704
